delta,custom,100,3,390278,195189,195089
delta,custom,100,4,386174,193137,193037
delta,custom,100,5,382074,191087,190987
delta,custom,100,6,378102,189101,189001
delta,custom,100,7,374044,187072,186972
delta,custom,100,8,369934,185017,184917
delta,custom,100,9,365874,182987,182887
delta,custom,100,10,361748,180924,180824
delta,custom,100,11,357620,178860,178760
delta,custom,100,12,353580,176840,176740
delta,custom,100,13,349510,174805,174705
delta,custom,100,14,345707,172903,172804
delta,custom,100,15,341756,170927,170829
delta,custom,100,16,337665,168881,168784
delta,custom,100,17,333605,166851,166754
delta,custom,100,18,329565,164831,164734
delta,custom,100,19,325535,162816,162719
delta,custom,100,20,321653,160875,160778
delta,custom,100,21,317631,158864,158767
delta,custom,100,22,313636,156866,156770
delta,custom,100,23,309584,154840,154744
delta,custom,100,24,305501,152798,152703
delta,custom,100,25,301346,150721,150625
delta,custom,100,26,297338,148717,148621
delta,custom,100,27,293544,146820,146724
delta,custom,100,28,289505,144800,144705
delta,custom,100,29,285403,142749,142654
delta,custom,100,30,281222,140658,140564
delta,custom,100,31,277228,138661,138567
delta,custom,100,32,273294,136694,136600
delta,custom,100,33,269450,134772,134678
delta,custom,100,34,265541,132817,132724
delta,custom,100,35,261317,130705,130612
delta,custom,100,36,257189,128641,128548
delta,custom,100,37,253205,126649,126556
delta,custom,100,38,249109,124601,124508
delta,custom,100,39,244889,122491,122398
delta,custom,100,40,241107,120600,120507
delta,custom,100,41,237149,118621,118528
delta,custom,100,42,232949,116521,116428
delta,custom,100,43,228938,114516,114422
delta,custom,100,44,224579,112336,112243
delta,custom,100,45,220836,110465,110371
delta,custom,100,46,216978,108534,108444
delta,custom,100,47,213118,106603,106515
delta,custom,100,48,209038,104563,104475
delta,custom,100,49,205018,102553,102465
delta,custom,100,50,200959,100523,100436
delta,custom,100,51,197190,98638,98552
delta,custom,100,52,192990,96536,96454
delta,custom,100,53,189139,94610,94529
delta,custom,100,54,184975,92528,92447
delta,custom,100,55,180985,90531,90454
delta,custom,100,56,176808,88441,88367
delta,custom,100,57,172682,86376,86306
delta,custom,100,58,168812,84439,84373
delta,custom,100,59,164600,82332,82268
delta,custom,100,60,160570,80317,80253
delta,custom,100,61,156232,78149,78083
delta,custom,100,62,152101,76084,76017
delta,custom,100,63,148019,74043,73976
delta,custom,100,64,144155,72110,72045
delta,custom,100,65,140472,70269,70203
delta,custom,100,66,136415,68240,68174
delta,custom,100,67,132775,66418,66351
delta,custom,100,68,129006,64534,64466
delta,custom,100,69,124898,62477,62408
delta,custom,100,70,120809,60430,60360
delta,custom,100,71,116371,58210,58139
delta,custom,100,72,112340,56192,56120
delta,custom,100,73,108861,54455,54382
delta,custom,100,74,104563,52305,52231
delta,custom,100,75,100966,50505,50430
delta,custom,100,76,97126,48581,48505
delta,custom,100,77,92653,46345,46268
delta,custom,100,78,88843,44439,44361
delta,custom,100,79,84434,42235,42156
delta,custom,100,80,81000,40520,40440
delta,custom,100,81,76725,38378,38297
delta,custom,100,82,72029,36033,35951
delta,custom,100,83,68299,34163,34080
delta,custom,100,84,64447,32235,32151
delta,custom,100,85,60585,30307,30222
delta,custom,100,86,56473,28251,28165
delta,custom,100,87,52155,26089,26002
delta,custom,100,88,48431,24226,24138
delta,custom,100,89,44177,22096,22007
delta,custom,100,90,40312,20165,20075
delta,custom,100,91,36254,18135,18044
delta,custom,100,92,32180,16100,16008
delta,custom,100,93,28543,14279,14186
delta,custom,100,94,24556,12284,12190
delta,custom,100,95,20261,10134,10039
delta,custom,100,96,16041,8024,7928
delta,custom,100,97,12133,6070,5973
delta,custom,100,98,7985,3994,3896
delta,custom,100,99,4097,2056,1957
